"Label","Type","Event","Primary Topic Tag","Secondary Topic Tag","Repository","Google Doc Id","Url","Title","Abstract"
"XDI Verifiable Claims and Link Contracts","Topic Paper","rwot4","Unclassified",,"https://drive.google.com/open?id=1ggrnwfwC58CXXpmj21LAsxYAs83ICEXk","1ggrnwfwC58CXXpmj21LAsxYAs83ICEXk","https://github.com/WebOfTrustInfo/rwot4-paris/blob/master/topics-and-advance-readings/xdi-verifiable-claims-link-contracts.md","XDI Verifiable Claims and Link Contracts","There is a high level of interest in the Rebooting-the-Web-of-Trust community and beyond in \"verifiable claims\", i.e. \"a cryptographically non-repudiable set of statements made by an entity about another entity\" . This work foresees that \"the next generation of web applications will authorize entities to perform actions based on rich sets of credentials issued by trusted parties"
"A Primer on Self-Sovereign Identity","Primer","rwot5","Unclassified",,"https://drive.google.com/open?id=1n5xqtJFHo6ug12FRfnD2h-TNd2V_-yFe","1n5xqtJFHo6ug12FRfnD2h-TNd2V_-yFe","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/self-sovereign-identity-primer.md","A Primer on Self-Sovereign Identity","Joe Andrieu\"s Primer on Functional Identity offers a descriptive definition of identity. Quite simply, Andrieu says, \"Identity is how we keep track of people and things and, in turn, how they keep track of us.\" It\"s an astute description that cuts through the confusion of what an identity database should or shouldn\"t encompass by instead suggesting that models need only include what\"s required for persistent identification. However, the content design of an identity system is only half the battle. There are also questions of jurisdiction, management, and oversight. In other words, once you have an identity system, who runs it, and who are they beholden to? That\"s where self-sovereign identity enters the picture, as an orthogonal way to look at the question of identity systems."
"A Verifiable Claims Primer","Primer","rwot5","Unclassified",,"https://drive.google.com/open?id=1t8scUVNM1f8PntZCZPcOWP_n1aUfhajZ","1t8scUVNM1f8PntZCZPcOWP_n1aUfhajZ","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/verifiable-claims-primer.md","A Verifiable Claims Primer","It is currently difficult to transmit credentials such as driver\"s licenses, proofs of age, education qualifications, and healthcare data, via the Internet in a way that is verifiable yet protects individual privacy. These credentials are composed of statements called verifiable claims. Starting in 2013, the W3C Credentials Community Group started to work in earnest on solutions in this space followed shortly thereafter by the Rebooting Web of Trust Community and W3C Verifiable Claims Working Group. These groups, composed of 150+ individuals and organizations, are currently focused on the creation, storage, transmission, and verification of digital credentials via the Internet. This document is a primer for those that want to learn about the Verifiable Claims initiative, the use cases and ecosystem, a basic overview of the technology, and how to get involved."
"Activitypub decentralized distributed","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1mgDbycoGXc3MtFMXv5_MNy96DPlGXIXT","1mgDbycoGXc3MtFMXv5_MNy96DPlGXIXT","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/activitypub-decentralized-distributed.md","Activity pubdecentralized distributed","ActivityPub is a protocol being developed at the W3C for the purpose of building federated social systems. Users can use implementations of ActivityPub like Mastodon and MediaGoblin as libre alternatives to large siloed social networking systems such as Facebook, Twitter, YouTube, and Instagram."
"Architectural Layering for Decentralized Identification","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1JfGuP7cyHszmfJP7wRC6WBRhvfu-NIJm","1JfGuP7cyHszmfJP7wRC6WBRhvfu-NIJm","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Architectural-Layering-for-Decentralized-Identification.md","Architectural Layering for Decentralized Identification","This document explains why, in building infrastructure for decentralized identification, semantic identification should be layered over decentralized identifiers (DIDs). It also proposes four key requirements for this semantic identification layer."
"BFTKV","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1_GKYw5uP_JqvA4vg7gZWjxK87WeFXK80","1_GKYw5uP_JqvA4vg7gZWjxK87WeFXK80","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/byzantine-fault-tolerant-web-of-trust-based-key-value-storage.md","BFTKV Byzantine fault tolerant web of trust based key value storage","Reliable data storage is one of the fundamental problems. BFTKV uses b-masking quorum based read/write operations to ensure Byzantine fault-tolerance and GPG\"s Web of Trust mechanism to build trust relationships between entities. Trust relationships are used to build quorums."
"BFTKV DID Method Specification","Topic Paper","rwot5","Unclassified",,"https://docs.google.com/document/d/1YZ56prYjnldnEugukgFK0mJoQevGn-73tW0Jbzct3uc/edit?usp=sharing","1YZ56prYjnldnEugukgFK0mJoQevGn-73tW0Jbzct3uc","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/BFTKV-DID-Method-Specification.pdf","BFTKV DID Method Specification ","This document defines the BFTKV DID method specification that includes the BFTKV DID scheme and operations. Moreover, security and privacy issues are discussed in regard to DID clients, developers and owners. BFTKV is a Byzantine fault tolerant key value storage that uses - PGP’s web of trust mechanism to build trust relationships between entities, - b-masking quorums to provide Byzantine fault tolerance and - Quorum certificates to restrict access to write operations"
"Biometric transaction signing on blockchain","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1Sp_yuv5TCq_8-hyTw6feNNktCtoBRBZJ","1Sp_yuv5TCq_8-hyTw6feNNktCtoBRBZJ","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Biometric-transaction-signing-on-blockchain.md","Biometric transaction signing on blockchain","The use of strong customer authentication (SCA) is a critical requirement for collecting explicit consent under the new PSD2 regulations, but equally important are GDPR regulations like the \"right to be forgotten\" that require banks to purge their records of any data associated with an account at a former customer’s request. These regulations are designed to empower individuals with control over their data held by institutions, but technical, legal and policy difficulties are delaying programs needed to implement such policies. Delay means that new financial services providers like AISPs (NOTE: Account Information Service Providers (see https://www.w3.org/Payments/IG/wiki/PSD2#AISP)) and PISPs (NOTE: Payment Initiation Service Providers (see https://www.w3.org/Payments/IG/wiki/PSD2#PISP)) that require consent to access personal information will avoid postpone important innovations to avoid incumbent risks."
"Blockchain Based Digital Signatures: Admissibility and Enforceability","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1pmLF2Kd4KWOitPh8yCHkKyGoUL0LFdnq","1pmLF2Kd4KWOitPh8yCHkKyGoUL0LFdnq","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Blockchain-Based-Digital-Signatures--Admissibility-and-Enforceability.md","Blockchain Based Digital Signatures: Admissibility and Enforceability","The following blog post reflects the overall concept and ideas propelling this research project of the Human Dynamics group at the MIT Media Lab: https://law.mit.edu/blog/core-identity-blockchain-project. This project is part of a broader research and development inquiry into the potential definition, scope, application and dynamics of computational law and legla processes. The following Google Doc includes a draft of the Massachusetts Legal Hackers notes on how to conduct a relevant \"witness examination\" to model and evaluate the evidentiary aspects of this project and reflects other ways this novel process of \"legal hacking\" are being planned: https://docs.google.com/document/d/1OT8sxwOqO3F7QCTlqaCAhIjMKwbXNEKB40xluQ1DOco/pub"
"BTCR DIDs and DDOs","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1hWa2cTTykOKA2I__Zi9czmnClSAKvR5s","1hWa2cTTykOKA2I__Zi9czmnClSAKvR5s","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/btcr-dids-ddos.md","BTCR DIDs and DDOs","BTCR is a DID method that is based on the Bitcoin blockchain. The BTCR DID scheme uses a TX Ref-encoded (described below) transaction on the Bitcoin blockchain. The DID Description is constructed from a combination of the transaction details and an optional \"continuation\" DID Description, the address of which is stored in the OP_RETURN field. This could be a link to an IPFS address of a DID Description with additional entities. The BTCR Hackathon readme has more context on BTCR DIDs beyond these basics. Note that at the time of the BTCR Hackathon, we were not yet using the new capabilities-based DID approach, so many details (e.g. control/owner keys) are out of date in the BTCR Hackathon repo."
"Decentralized Identifier Tooling","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1glsxmwtiKuJDbVKsNkifc4oLAu4YYYzV","1glsxmwtiKuJDbVKsNkifc4oLAu4YYYzV","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/did-tooling.md","Decentralized Identifier Tooling","In order for Decentralized Identifiers (DIDs) to proliferate, tooling is necessary. We should build this tooling as a community to reduce duplicated effort. The tooling that we create should first be targeted at developers so that they can easily integrate DIDs into their projects. Once we have built an acceptable number of low-level libraries and tools, we can move on to more customer-facing technologies."
"Decentralized Identifier Tooling API","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=11X-HKDVKicUxpYheGobCAkC9G4p-qbS4","11X-HKDVKicUxpYheGobCAkC9G4p-qbS4","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/credential-handler-api.md","Decentralized Identifier Tooling","Protocols that use Verifiable Claims to exchange data could be designed such that they are compatible with existing SAML and OpenID Connect-based systems. We also expect Verifiable Claims to be carried over protocols such as HTTP, Bluetooth, and RFID. Over the years, Digital Bazaar has proposed various mechanisms that could be used to carry Verifiable Claims over browser-based protocols. This paper focuses on a recent advance in this area."
"DID for the 3D Web","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1WsXs5uFJTOaLmc83vbe4nE7viBO5KYIT","1WsXs5uFJTOaLmc83vbe4nE7viBO5KYIT","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/did-3d-web.md","DID for the 3D Web","Virtual Personas are a P2P Web and blockchain based DID identity system. It’s an identity system thought out to fulfill all needs on the decentralized 3D Web, that requires a single global identity for all sites to make the experience seamless. The user experience to have a different avatar and profile for each site would be subpar. The DID is a content address that points to a DDO that is hosted as an RDF file in a decentralized file system such as IPFS, DAT or Swarm. The DDO can hold certificates that prove the information stated within it, but also the ownership of blockchain addresses."
"DID Primer","Primer","rwot5","Unclassified",,"https://drive.google.com/open?id=1Za83drCPv3xCsAQi7f9M_Icf18mp7Vm_","1Za83drCPv3xCsAQi7f9M_Icf18mp7Vm_","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/did-primer.md","DID Primer","At a superficial level, a decentralized identifier (DID) is simply a new type of globally unique identifier with special features designed for blockchains. But at a deeper level, DIDs are actually the tip of the iceberg -- or the tip of the spear -- of an entirely new layer of decentralized digital identity and public key infrastructure (PKI) for the Internet. This decentralized public key infrastructure (DPKI) could have as much impact on global cybersecurity and cyberprivacy as the development of the SSL/TLS protocol for encrypted Web traffic (now the largest PKI in the world)."
"Engineering Privacy for Verified Credentials: In Which We Describe Data Minimization, Selective Disclosure and Progressive Trust","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1OnlYkagrs6z82lx7vlxi5w_7LY1-uBjJ","1OnlYkagrs6z82lx7vlxi5w_7LY1-uBjJ","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Data-minimization-and-selective-disclosure.md","Engineering Privacy for Verified Credentials: In Which We Describe Data Minimization, Selective Disclosure and Progressive Trust","We often share information on the World Wide Web, though some of it is private. The W3C Credentials Community Group focuses on how privacy can be enhanced when attributes are shared electronically. In the course of our work, we have identified three related but distinct privacy enhancing strategies: \"data minimization,\" \"selective disclosure,\" and \"progressive trust.\" These enhancements are enabled with cryptography. The goal of this paper is to enable decision makers, particularly non-technical ones, to gain a nuanced grasp of these enhancements along with some idea of how their enablers work. We describe them below in plain English, but with some rigor. This knowledge will enable readers of this paper to be better able to know when they need privacy enhancements, to select the type of enhancement needed, to assess techniques that enable those enhancements, and to adopt the correct enhancement for the correct use case."
"First XDI Link Contract between \"btcr\" DID and \"sov\" DID","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1xcZnvySDfOg3OTZVuJMxki8poHeuLOVL","1xcZnvySDfOg3OTZVuJMxki8poHeuLOVL","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/first-xdi-link-contract-between-btcr-did-and-sov-did.md","First XDI Link Contract between \"btcr\" DID and \"sov\" DID","We describe an XDI link contract established between two XDI peers, one of which is identified by a btcr DID, and one by a sov DID. We believe this is the first working example of cross-DID-method data sharing and messaging. Note: Due to the fact that most of the technologies described in this paper are work-in-progress, the specific formats and data structures are provisional and expected to change."
"Framework for the Comparison of Identity Systems","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1Dgl6y11qrh4xLibs2HJ0hQZpNNLrPdWc","1Dgl6y11qrh4xLibs2HJ0hQZpNNLrPdWc","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Framework-for-Comparison-of-Identity-Systems.md","Framework for the Comparison of Identity Systems","This paper intends to address the different types of identity systems and develop a method of comparing the identity systems. It is the goal of this paper to first identify the types of identity systems that have been created in the past as well as newly emerging identity systems. These identity systems can be used in many ways, but they often have many similarities allowing for the comparison of these identity systems. Outlined in this paper is a framework to make these comparisons by relying upon 4 categories that are apart of identity systems. They are verifiability, system architecture, accessibility, and security."
"HIE of One Loop: A Patient-Controlled Independent Health Record","Topic Paper","rwot5","Unclassified",,"https://docs.google.com/document/d/1RIC3QVFJItpFe8bCqfcLbFhoxpviM0RowOJAgdqytl8/edit?usp=sharing","1RIC3QVFJItpFe8bCqfcLbFhoxpviM0RowOJAgdqytl8","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Loop-white-paper.pdf","HIE of One Loop: A Patient-Controlled Independent Health Record ","A patient-controlled independent health record can solve a wide array of problems in health care including delayed diagnosis and treatment, increased risk and cost, and significant provider and patient dissatisfaction with current electronic health records. These are just a few of the many problems caused by current approaches, which give total control to hospitals, corporations, and third-party data brokers. A new patient-centered design will solve many of the problems that frustrate us today, while opening opportunities for physicians, researchers, and governments."
"Hub Asset Access Control System - Intent","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1bh6KziNCOxwlRMXEk49WDIthlb1wWbSt","1bh6KziNCOxwlRMXEk49WDIthlb1wWbSt","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/DIF-Hub-Permissions-RWOT-Intent.md","Hub Asset Access Control System - Intent","This document is a draft proposal intended to be a starting point for the specification of a robust, forward-compatible access control system to serve as a reference implementation of the DIF Hub protocol. We intend to work with other participants to assess the direction, security, and permissioning scheme of the identity capabilities specification drafts to generate a code-ready draft that can be implemented as an easily portable and reusable access control module for projects employing DID-based authentication and/or the DIF Hub protocol."
"Hypercerts: Blockcerts Revocation Improvements","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1BZfLo_NSf1yUul2vs_gzs0XJLJfbziUZ","1BZfLo_NSf1yUul2vs_gzs0XJLJfbziUZ","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/hypercerts-blockcerts_revocation.md","Hypercerts: Blockcerts Revocation Improvements","The Blockcerts iniciative allows for Open Badges compliant certificates to be issued in the Bitcoin blockchain. This has a lot of blockchain inherited bennefits. However, the current Blockcerts implementation does not offer good mechanisms to handle certificate revocation and certificate permanence."
"Identifying stakeholders\" challenges in the digital economy","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1NtJf1mlXasvIjQ3m69Wgigu2-rYHjksP","1NtJf1mlXasvIjQ3m69Wgigu2-rYHjksP","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Identifying-challenges-in-the-digital-economy.md","Identifying stakeholders\" challenges in the digital economy","Existing identity management systems do not work in the digital economy. Internet’s architecture mimicked the physical world, as issuers or central administrators were responsible for creating and managing large databases of validated user information. As a result, internet-based companies today require customers to a) fill out comprehensive online profiles with sensitive information and b) upload copies of physical documents to then spend millions of dollars in manual validation processes. For some companies, operating a large database of user data is an asset, but for many others is an expensive burden"
"Open Badges as Verifiable Claims","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=17ciSJilKrjXdAzRkU9RA4yWrRRusBOW_","17ciSJilKrjXdAzRkU9RA4yWrRRusBOW_","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/open-badges-as-verifiable-claims.md","Open Badges as Verifiable Claims","Open Badges are awarded to describe skills and accomplishments. The learner-centric approach allows individuals to collect and curate their badges through their lifelong learning. Open Badges is used by thousands of organizations, and has developed a rich ecosystem in the educational credentialing/awards space. The Open Badges contributors above (listed as authors) have also been involved in the Verifiable Claims community. Open Badges already incorporates Verifiable Claims as the Endorsement mode. We would like to explore ways to combine Open Badges and Verifiable Claims to increase interoperability, and to leverage the benefits of both systems."
"Owned vs. Unowned Claims and Self-Sovereign Identity","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1Da41fCoKc4Z8lH0IyfSk1ruwLPeBCHGp","1Da41fCoKc4Z8lH0IyfSk1ruwLPeBCHGp","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/owned-vs-unowned-claims-and-ssi.md","Owned vs. Unowned Claims and Self-Sovereign Identity","In short, what began as the best attempt to date to preclude the momentous expansion of surveillance capitalism could end up becoming its apotheosis if we do not address early on the individual ability to manage not only claims about themselves that they own but claims they do not own. Obviously the two cases entail different sets of considerations, and this is why I suggest beginning discussion about them now."
"RebootingWebOfTrust User Story & Tech Concept","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1Wnbn25e2mQFem_Y6Qhtnw9vsAoHRVElZ","1Wnbn25e2mQFem_Y6Qhtnw9vsAoHRVElZ","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/RWOT-User-Story.md","RebootingWebOfTrust User Story & Tech Concept","Now we dive into some mechanics of how the the did:btcr method of creating pseudo-anonymous identies operates. (Different DID methods will function differently.) Bob receives an offer based his request from Alice (possibly itself a self-signed claim), along with the claim issued by Donna. The first thing his software does is do an INTEGRITY CHECK of Donna\"s claim itself. Is it properly formed? Has it expired? Is it properly signed by the issuer? Is it properly countersigned by the subject? If it fails any of these INTEGRITY CHECKS, Bob will not even know about it, and the whole message and its claims will be rejected."
"Recommendations for Decentralized Key Management Systems","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1L9itokCAv75RPGv5bRczpRB9n7HxtR0u","1L9itokCAv75RPGv5bRczpRB9n7HxtR0u","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/dkms-recommendations.md","Recommendations for Decentralized Key Management Systems","A decentralized key management system (DKMS) aims to solve how consumers can manage their own keys and certificates without relying on a third-party provider having access or controls over the keys.. This method helps to ensure that no third-party can compromise the integrity and security of the system as a whole. Entities can use the system to safely authenticate each other and validate keys and certificates. Centralized key management systems (CKMS) manage key and certificate creation, signing, and validity. Specific problems arise when these authorities become unavailable, or the data they control becomes corrupted or known. Central authorities often become choice targets for attackers. This document proposes to meet these requirements with a decentralized blockchain ledger for providing an oracle of trust and leave control over all keys with end users. The use of a blockchain permits globally readable identifiers and public data to be shared in a secure manner that is not vulnerable to the man-in-the-middle attack or system wide compromise and permits consumers to be self-sovereign. This leaves consumers with the task of key management and protection. This document covers various ideas for how users may create, recover, backup, and revoke keys and provides recommended suggestions."
"The Horcrux protocol: Biometric credentials as high-privacy verifiable claims","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1O-JvzcCnuwATitpxDRaJAvSFgLa9RFrt","1O-JvzcCnuwATitpxDRaJAvSFgLa9RFrt","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Biometric-credentials-as-high-privacy-verifiable-claims.md","The Horcrux protocol: Biometric credentials as high-privacy verifiable claims","Private keys locked by biometrics on mobile devices provide not only ways for users to authenticate themselves, but also to manage important assets tied to the corresponding public keys used in various contexts including blockchains (NOTE: https://www.w3.org/2016/04/blockchain-workshop/interest/blocko.html), (NOTE: https://www.slideshare.net/FIDOAlliance/fido-authentication-blockchain). Biometric authentication is increasingly being used on mobile devices to secure private keys and other sensitive personally identifiable information (PII) in some form of trusted platform module (TPM). While on-device biometrics (NOTE: Gartner refers to on-device biometrics as \"local\" biometrics) have advantages for service providers (who want to avoid risks associated with PII loss) and users (who feel they have control of their PII if it is locked on their device), it also has important disadvantages for both users and providers, namely presentation attacks, device attacks, loss of device, and theft. Revocation and recovery of associated credentials, accounts and other assets previously tied to on-device keys can be complex, error prone and subject to social engineering."
"Trust Objects: Enabling advanced reputation services in the Web of Trust","Topic Paper","rwot5","Unclassified",,"https://docs.google.com/document/d/16_dT1QpAYZVOsCDXq3OrHmPLfnJoCUpWTrhdvJvur90/edit","16_dT1QpAYZVOsCDXq3OrHmPLfnJoCUpWTrhdvJvur90","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/trust-objects-rough-draft.pdf","Trust Objects: Enabling advanced reputation services in the Web of Trust","This paper describes the principles and design considerations for an online framework to manage reputation within a web of trust. The approach uses both transactional and non-transactional data. Non-transactional data includes both trust primitives such as verified claims as well as indeterminate trust assertions. We will also describe the potential use of incentive tokens for incremental optimization of the eco-system, in a manner that is especially suited for decentralized, self-sovereign eco-systems. Finally, we propose to discuss the complexities of online disagreements and how to resolve and adjudicate them in a pareto-optimal manner."
"Veres One DID Method Specification","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1uGWOTfsVhmZGrd1ZRbCyOKrmck2gCO8V","1uGWOTfsVhmZGrd1ZRbCyOKrmck2gCO8V","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/veres-one-did-method.md","Veres One DID Method Specification","The Veres One Ledger is a permissionless public ledger designed specifically for the creation and management of decentralized identifiers (DIDs). Veres One DIDs are self-sovereign identifiers that may be used by people, organizations, and digital devices to establish an identifier that is under their control. Veres One DIDs are useful in ecosystems where one needs to issue, store, and use Verifiable Claims."
"Verifiable Claims of Impact","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1frri8Am4ciHSrlV92c7ryLppW6Rk1CtO","1frri8Am4ciHSrlV92c7ryLppW6Rk1CtO","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/verifiable-claims-of-impact.md","Verifiable Claims of Impact","Impact Claims are a new use-case for Verifiable Claims and the DID specification. We propose this could become a standard that will transform how information gets collected, evaluated, valued and exchanged to optimise Sustainable Development impacts. The context for this is the UN’s 17 Global Goals to end poverty, protect the planet, and ensure prosperity for all, by 2030. To create a world that counts, the UN Secretary-General has called for a data revolution for sustainable development. The prototype Impact Claims specification is a core part of the ixo Protocol that provides a decentralised mechanism to generate verified impact data as a fungible asset that can be traded for funding and other forms of value-exchange. This protocol increases the accountability and transparency of impact funding and service provision, whilst also generating a dynamic data commons for sustainable development. See the ixo White Paper for more information."
"Visa Really","Topic Paper","rwot5","Unclassified",,"https://drive.google.com/open?id=1GvEHWOfrFR__c5S9baMFOOfO4tMAx4ZV","1GvEHWOfrFR__c5S9baMFOOfO4tMAx4ZV","https://github.com/WebOfTrustInfo/rwot5-boston/blob/master/topics-and-advance-readings/Visa-Really.md","Visa Really","One of the most interesting things circulating amongst those who fancy creating ecosystems for identity is an idea that we should have \"frameworks\" \"trust frameworks\" just like what have now in credit card networks. Sounds great - just replicate what they have. It isn\"t that simple. For one thing it is a global worldwide network that has evolved for 40 years. For another it was created in a very unique process lead by a man named Dee Hock. He wrote a whole book about the process Birth of the Chaordic Age. Anyone seeking to replicate this success should read the book."
"Functional Identity Primer","Primer","rwot5|rwot6|rwot7|rwot8","Unclassified",,"https://drive.google.com/open?id=1U2n4XexUfbte7GUW0TT8y956XmbOFXJt","1U2n4XexUfbte7GUW0TT8y956XmbOFXJt","https://github.com/WebOfTrustInfo/rwot7-toronto/blob/master/topics-and-advance-readings/functional-identity-primer.md","Functional Identity Primer","There are many ways to approach identity. For the Rebooting the Web of Trust workshop [1], we prefer a functional approach, focusing our conversation on how identity works and how it is used. The varied facets of identity are rich. We inevitably bring our own hot buttons and agendas to any discussion of “what identity is”. Some engage from a philosophical perspective, others psychological. Some dive into political or cultural issues, while others dissect the meta-physical and spiritual. These different perspectives are valid views of identity’s impact on our lives. More than valid. Vital. They help answer the question of “Why?” Why identity matters, why we should care. Unfortunately, they also inflame passions and we sometimes talk past each other to make points that seem irrelevant to others, leaving people frustrated and unheard."
"A Demonstration of the Veres One Blockchain","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1YBBx8_MiW2WoIyJSedFjUBhOQztKyMn0","1YBBx8_MiW2WoIyJSedFjUBhOQztKyMn0","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/veres-one-demo.md","A Demonstration of the Veres One Blockchain","The Veres One Project envisions a world where people and organizations control their identifiers and their identity data. The Veres One Blockchain is the worlds first public, permissionless, fit-for-purpose blockchain optimized for identity on the Web. You can learn more about Veres One by reading the Veres One Primer. This document outlines a demo of the Veres One Blockchain features and how it is implementing technical output from the Rebooting the Web of Trust events as well as the W3C Credentials Community Group and the W3C Verifiable Claims Working Group."
"A Primer on the Veres One Decentralized Identifier Blockchain","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1vwjTbo2C96CodEUPtRx0IWYqO6YlkiH2","1vwjTbo2C96CodEUPtRx0IWYqO6YlkiH2","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/veres-one-primer.md","A Primer on the Veres One Decentralized Identifier Blockchain","The Veres One Project envisions a world where people and organizations control their identifiers and their identity data. The Veres One Blockchain is the worlds first public, permissionless, fit-for-purpose blockchain optimized for identity on the Web."
"Attribute Based Credentials","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=1NSQgthwGpxXnCoZ4uj4OivmtpOoeRbtY","1NSQgthwGpxXnCoZ4uj4OivmtpOoeRbtY","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/AttributeBasedCredentials_and_VariableLengthDataGraphs.md","Attribute Based Credentials and Variable Length Data Graphs","Attribute Based Credentials using Camenisch Lysyanskaya signature schemes typically require a fixed list of attributes defined before issue time in order to validate the correct attribute signature for revealed and unrevealed attributes, including predicate proofs. This poses problems when an attribute based credential system is to be used for arbitrary data graphs or schema definitions with optional fields, multi-valued fields or nested data structures, such as data schemas in wide use, documented on sites like schema.org. In an effort to allow JSON-LD data structures to leverage attribute based credentials and zero knowledge signature schemes, this paper outlines differences, requirements and possible options for representing JSON-LD data in attribute based credential schemes such as the one in use by the Sovrin network, implemented in the Hyperledger Indy project."
"Blockchain Timestamps Unnecessary In Proof-of-Work?","Topic Paper","rwot6","Unclassified",,"https://drive.google.com/open?id=157hzCPALQgFv6DdrHwdaA2ledZXo_k7X","157hzCPALQgFv6DdrHwdaA2ledZXo_k7X","https://github.com/WebOfTrustInfo/rebooting-the-web-of-trust-spring2018/blob/master/topics-and-advance-readings/Blockchains-Timestamps-Unnecessary-In-PoW.md","Blockchain Timestamps Unnecessary In Proof-of-Work?","The Bitcoin blockchain has a 10-minute target blocktime that is achieved by a difficulty adjustment algorithm. I assert, or rather, pose the hypothesis, that the use of timestamps in Bitcoin\"s blockchain may be unnecessary, and that Bitcoin can operate with the same security guarantees without it (except as noted in Risks and Mitigations), and therefore does not need miners to maintain global clock synchronization. The alternative difficulty adjustment algorithm would work according to the following principles:"
"Collegial Certification Works","Topic Paper","rwot6","Unclassified",,"https://docs.google.com/document/d/1TPjaBue54Zri1MGvOUEM3-Hm-Bujjq_UPZOjusHlS-E/edit","1TPjaBue54Zri1MGvOUEM3-Hm-Bujjq_UPZOjusHlS-E","https://github.com/WebOfTrustInfo/rwot6-santabarbara/blob/master/topics-and-advance-readings/Collegial%20Certification%20Works%20for%20Truly%20Collegial%20Communities.pdf","Collegial Certification Works for Truly Collegial Communities",
